CFO6913267,OO85U6024,OO08,2019-01-06 11:39:23,1.25
PAL2525981,OO65G9691,OO03,2019-01-06 12:12:59,2.0
RCF4544449,KO44J2006,KO00,2019-01-06 12:43:52,1.0
PVJ3943516,EG47I2811,AO15,2019-01-06 12:54:54,2.8
IRX8848859,AO13W1028,AO08,2019-01-06 12:57:07,2.8
MCD5475060,KO53F1683,KO08,2019-01-06 13:13:31,1.25
PFW8615887,OO41Q9202,OO09,2019-01-06 14:19:24,2.8
ASW3119652,MR57I0349,MR06,2019-01-06 15:33:37,2.8
VQA8895237,NE83K9493,NE16,2019-01-06 15:57:28,1.0
NHL4953806,AO27P4628,OO13,2019-01-06 16:44:09,1.5
MAK0971449,NE43B7275,KO07,2019-01-06 16:47:05,2.8
JFR2402578,GF17K5976,GF00,2019-01-06 17:25:14,2.5
YYP0773445,EG79G1284,EG00,2019-01-06 18:29:26,3.1
LIV9253695,OO26V4144,OO03,2019-01-06 19:23:30,1.0
CCS6814108,NE66B0405,NE06,2019-01-06 21:36:05,2.8
KOC7962766,GF94Q2036,GF00,2019-01-06 23:08:29,2.5
DOZ1453528,GF64H7689,GF00,2019-01-06 23:08:28,2.5
PFR7735501,NE97X0282,NE08,2019-01-06 23:50:27,1.0
RVF1714057,GF64H7689,GF00,2019-01-06 23:54:45,2.5
QJM2827051,KO95P1306,KO06,2019-01-07 00:07:49,2.2
HNU5135879,MR57I0349,MR07,2019-01-07 00:26:46,2.8
NUF0316968,GF64H7689,GF00,2019-01-07 00:57:34,2.5
MFM7697504,GF85R2347,OO09,2019-01-07 01:12:38,1.0
RRF5482950,KO57Z7727,KO09,2019-01-07 01:34:30,2.5
RCS4635589,MR72G8045,MR07,2019-01-07 01:35:30,2.8
LZJ2868612,NE74M0871,NE12,2019-01-07 02:19:29,2.8
HPB9107400,GF84T8932,GF00,2019-01-07 02:53:31,3.1
KMK0226092,KO95P1306,OO07,2019-01-07 03:36:43,2.0
NRK5104296,GF26E1328,MR02,2019-01-07 05:02:34,3.1
RBK8060006,AO49I8807,AO05,2019-01-07 05:27:27,2.0
AUU6469015,OO58I4183,AO13,2019-01-07 06:24:38,2.8
IQN6203368,GF17K5976,EG06,2019-01-07 08:48:02,2.2
VXK5719170,EG23G6966,EG05,2019-01-07 08:59:15,2.8
QRR8447934,MR26E3126,MR00,2019-01-07 09:03:26,2.5
NXJ2283523,NE43B7275,NE02,2019-01-07 10:21:03,1.0
BPA2075644,KO37T8485,KO07,2019-01-07 11:55:05,1.0
GIQ5227984,OO14E0167,NE02,2019-01-07 12:10:16,2.0
QMM0347109,MR98F8272,OO12,2019-01-07 12:11:02,2.5
NBS8149331,OO20E8329,OO10,2019-01-07 12:23:51,2.5
WXO4856567,NE31Q7933,EG10,2019-01-07 14:15:41,1.25
DSB0448624,GF26E1328,GF00,2019-01-07 15:22:26,2.8
REY3108814,NE83K9493,NE16,2019-01-07 15:38:26,1.0
LAO6168976,AO11L5271,OO05,2019-01-07 15:53:46,1.0
UQR3278904,NE31Q7933,AO13,2019-01-07 16:05:16,2.8
DPZ9842551,NE91T5473,NE13,2019-01-07 16:28:10,2.8
HCX4122632,AO18S3731,AO04,2019-01-07 18:13:53,2.8
ARH1581655,KO44J2006,KO01,2019-01-07 18:27:19,1.0
HTD0281631,OO41Q9202,AO08,2019-01-07 19:53:54,2.8
IWR8131559,OO41Q9202,OO05,2019-01-07 20:03:33,2.8
XQT9913725,AO27P4628,AO12,2019-01-07 21:39:08,13.0
FDG4220162,EG87N4472,EG10,2019-01-07 22:40:23,2.0
SYA7107074,EG56V3913,EG07,2019-01-07 23:04:12,1.5
EGU0149427,NE97X0282,NE00,2019-01-07 23:39:51,2.5
OXK0045085,KO72G8546,KO03,2019-01-07 23:40:49,2.5
UTD5120164,OO14E0167,OO04,2019-01-08 00:24:37,2.8
UBP7692482,EG00X1873,OO07,2019-01-08 01:47:18,3.1
YQF2255735,GF26N8608,GF00,2019-01-08 01:55:09,2.8
TBW5744223,MR26E3126,MR06,2019-01-08 03:13:34,2.5
OFS6376591,OO41Q9202,EG02,2019-01-08 03:18:53,2.5
FAE2281094,AO88V0724,OO04,2019-01-08 05:38:20,2.0
IIM9785176,NE09V3603,NE07,2019-01-08 05:52:58,1.0
PHE1025027,MR56E8319,MR07,2019-01-08 06:22:02,2.8
INQ8456777,EG13U6715,AO17,2019-01-08 07:47:43,2.8
DUR6384757,AO19M3646,AO01,2019-01-08 08:11:39,13.0
OZT5115958,GF48M7092,GF00,2019-01-08 08:12:52,2.8
LMA8654820,EG23G6966,AO04,2019-01-08 09:59:31,2.8
XTE9166677,NE43B7275,NE00,2019-01-08 11:22:01,1.0
PPU9152797,KO37T8485,AO13,2019-01-08 13:04:55,2.8
BRN7360799,NE83K9493,NE09,2019-01-08 13:15:14,1.0
OLV1623583,OO85U6024,OO03,2019-01-08 14:08:26,3.1
XVJ7652867,GF96B8067,GF00,2019-01-08 14:18:54,2.8
UVE2297410,MR98F8272,EG02,2019-01-08 15:42:04,1.0
LZP3584479,OO43C8099,NE13,2019-01-08 15:52:22,1.5
COH4374136,NE55G3669,NE01,2019-01-08 15:53:03,2.0
EZI7123567,GF61W4412,MR04,2019-01-08 16:14:52,2.2
HSO9832566,AO27P4628,AO08,2019-01-08 16:25:19,13.0
GWX5926658,GF84T8932,GF00,2019-01-08 17:14:01,3.1
PGX6872041,EG13U6715,EG01,2019-01-08 17:34:48,1.0
EWR8013818,KO91P5387,NE08,2019-01-08 17:52:13,1.25
AJJ7574694,MR72G8045,OO02,2019-01-08 18:02:43,1.5
BAM0767909,AO19M3646,AO09,2019-01-08 18:49:31,13.0
ZTV2947809,AO11L5271,AO05,2019-01-08 18:51:40,3.1
MDB4040741,NE55G3669,OO00,2019-01-08 19:31:57,1.5
CSG3318300,MR39O1247,MR03,2019-01-08 21:22:41,2.0
NHM3675844,MR26E3126,NE05,2019-01-08 21:30:50,3.1
DPB6551839,KO72G8546,KO02,2019-01-08 21:42:12,2.5
YZI2644272,KO44J2006,KO06,2019-01-08 22:06:06,1.0
DZH0114567,AO19H6549,AO06,2019-01-08 23:17:11,1.0
WJX5646477,EG23G6966,EG02,2019-01-09 00:43:02,2.8
GTQ0716183,GF84T8932,GF00,2019-01-09 00:52:46,3.1
DIM4006595,OO65G9691,OO02,2019-01-09 01:58:53,2.0
FMX7447301,KO38E3788,KO08,2019-01-09 02:01:06,2.8
CCT1120986,KO38E3788,KO09,2019-01-09 02:12:46,2.8
UBU3174102,OO65G9691,OO01,2019-01-09 03:38:47,2.0
PEJ6840364,AO18S3731,AO06,2019-01-09 04:16:53,2.8
POM1873220,EG47I2811,EG08,2019-01-09 04:31:29,2.5
UNO6659001,GF84T8932,GF00,2019-01-09 05:10:02,3.1
JIK3844618,EG23G6966,EG02,2019-01-09 06:34:18,2.8
KLN6484024,KO80I5938,KO01,2019-01-09 07:14:14,2.2
ZHC1977550,GF84T8932,GF00,2019-01-09 07:37:00,3.1
FKV7904848,EG13U6715,EG05,2019-01-09 07:52:55,1.0
NFI8367808,KO57Z7727,KO00,2019-01-09 07:57:52,2.5
LFH0315629,GF52G9102,GF00,2019-01-09 08:05:18,1.0
XKS4664614,NE80E5551,NE07,2019-01-09 08:19:06,1.5
UMF7695471,EG87N4472,EG04,2019-01-09 08:36:09,2.0
SJT4290133,KO64Z6868,KO05,2019-01-09 08:45:45,2.8
ZQV5105168,GF94Q2036,GF00,2019-01-09 09:47:40,2.5
WIU6615713,GF52T0389,NE11,2019-01-09 09:48:57,1.0
FBN9889844,KO80I5938,KO08,2019-01-09 09:59:57,2.2
FBN6685344,GF85Z5553,GF00,2019-01-09 10:39:06,2.5
DBF9508600,KO44J2006,NE07,2019-01-09 11:20:32,2.0
YYN5607187,MR57I0349,MR02,2019-01-09 13:44:28,2.8
KJW8914761,MR55V8401,MR07,2019-01-09 13:49:09,2.8
HKH2373332,OO14E0167,OO06,2019-01-09 15:03:32,2.8
BYG4248451,OO49W8536,OO01,2019-01-09 15:41:52,2.8
FNP4393498,EG23G6966,MR06,2019-01-09 20:59:59,2.5
JKT6128724,EG52J0268,EG12,2019-01-09 21:17:27,1.25
EGL5422048,OO65G9691,OO13,2019-01-09 22:18:36,2.0
LRM3194355,EG23G6966,EG10,2019-01-09 22:30:25,2.8
ORT5368959,GF85R2347,OO13,2019-01-09 22:42:26,2.5
CZL7820317,OO43C8099,OO09,2019-01-09 23:32:01,2.8
HZU4853745,MR57I0349,MR00,2019-01-09 23:33:42,2.8
CYJ1240238,EG74B6896,EG00,2019-01-10 00:17:11,2.5
FOM5485924,KO72G8546,KO07,2019-01-10 03:24:21,2.5
FHO5663132,OO14E0167,OO01,2019-01-10 04:51:16,2.8
OMN5141808,OO41Q9202,OO06,2019-01-10 05:42:45,2.8
YMO5978142,MR56E8319,MR08,2019-01-10 06:12:07,2.8
QJP5702056,KO72G8546,KO01,2019-01-10 06:24:01,2.5
TOH4508765,EG56V3913,AO19,2019-01-10 06:28:48,2.8
VNK5211146,EG36L0177,EG01,2019-01-10 07:06:02,1.25
RNX5573794,KO64Z6868,AO08,2019-01-10 09:47:54,2.8
VXO5341372,NE66B0405,NE00,2019-01-10 09:57:29,2.8
RCB0419705,AO94O1451,AO02,2019-01-10 10:50:07,2.8
XFL2376961,AO13W1028,NE03,2019-01-10 11:31:08,2.8
NDO5553932,EG23G6966,EG06,2019-01-10 13:16:00,2.8
XXG1012689,KO72G8546,KO04,2019-01-10 14:13:56,2.5
BUE8856354,MR56E8319,MR03,2019-01-10 14:38:08,2.8
HOM4753925,KO38E3788,KO01,2019-01-10 15:28:26,2.8
SEK9690966,GF52G9102,GF00,2019-01-10 17:38:04,1.0
PBQ8194472,KO53F1683,KO00,2019-01-10 18:06:04,1.25
RSL4446153,OO14E0167,OO01,2019-01-10 18:22:34,2.8
ZLJ6963762,KO53F1683,KO02,2019-01-10 20:52:52,1.25
RWG6921523,AO27P4628,AO10,2019-01-10 20:58:28,13.0
ODH4025527,EG52J0268,EG12,2019-01-10 21:25:21,1.25
LRO6012832,AO12K0807,MR07,2019-01-10 22:33:44,1.5
OWN2040268,AO94O1451,AO10,2019-01-10 22:51:03,1.0
INB9199595,NE66N5124,NE03,2019-01-11 00:02:04,1.5
EVM7404972,AO19H6549,AO09,2019-01-11 00:03:59,1.0
TVQ0671376,KO57Z7727,KO05,2019-01-11 00:55:31,2.5
LFV5670084,MR56E8319,MR06,2019-01-11 01:15:16,2.8
RFX1371677,OO68H9901,OO03,2019-01-11 01:41:53,1.0
UTL3484031,GF52G9102,GF00,2019-01-11 02:11:44,1.0
NXL2041620,MR26E3126,MR03,2019-01-11 02:30:30,2.5
ZNJ1049151,MR39O1247,MR04,2019-01-11 02:37:29,1.25
WOX8452591,AO88V0724,AO18,2019-01-11 02:42:57,1.5
CDB3019504,AO12K0807,MR01,2019-01-11 02:47:55,1.0
KVZ2606955,NE66N5124,NE00,2019-01-11 03:04:52,1.5
GYR4605539,EG52J0268,EG01,2019-01-11 03:33:15,1.25
LQE3984015,OO26V4144,OO05,2019-01-11 03:35:11,1.0
KHP0306935,NE43B7275,NE07,2019-01-11 04:09:49,1.0
PTS5311062,OO41Q9202,OO06,2019-01-11 05:36:44,2.8
FUI7993951,KO57Z7727,KO02,2019-01-11 06:09:24,2.5
FFQ7677778,NE71H2256,EG03,2019-01-11 06:17:37,3.1
OBK1343175,NE91T5473,NE12,2019-01-11 06:21:20,2.8
VPC7691320,GF26N8608,GF00,2019-01-11 06:41:36,2.8
KRB0046906,MR56E8319,MR08,2019-01-11 07:00:04,2.8
CFH4027363,AO87S8322,MR05,2019-01-11 07:24:38,1.0
KYL4062666,NE09V3603,NE01,2019-01-11 07:40:58,1.0
FRY5107918,MR39O1247,MR08,2019-01-11 08:32:28,2.0
KHF6369943,EG00X1873,EG07,2019-01-11 08:37:30,2.8
OHA0886547,OO29X6651,OO03,2019-01-11 08:42:05,2.0
FAN1603090,GF96B8067,GF00,2019-01-11 09:10:11,2.8
MAE2734230,GF26E1328,GF00,2019-01-11 09:21:14,2.8
VAP1319169,KO57Z7727,KO08,2019-01-11 09:44:36,2.5
HEQ9650767,OO43C8099,OO06,2019-01-11 11:18:12,2.8
JYK8853857,NE80E5551,AO13,2019-01-11 12:54:35,2.8
AYH1207558,AO87S8322,AO00,2019-01-11 13:40:05,3.1
CLW1884630,GF84T8932,GF00,2019-01-11 13:58:15,3.1
NBJ7274983,KO58G5356,AO10,2019-01-11 14:22:19,2.8
NAY5893770,NE61X5911,NE04,2019-01-11 15:08:59,2.5
MID9503142,NE91T5473,NE13,2019-01-11 16:05:46,2.8
CXP3169780,GF64H7689,GF00,2019-01-11 16:34:09,2.5
SGD5418817,EG79G1284,EG06,2019-01-11 17:14:45,3.1
MBM8077350,KO72G8546,KO07,2019-01-11 17:24:40,2.5
GBN7975968,KO57Z7727,KO09,2019-01-11 18:16:16,2.5
CLL1393211,NE09V3603,NE11,2019-01-11 21:16:20,1.0
VRE3149856,AO87S8322,AO03,2019-01-11 21:59:07,3.1
OXV6474062,KO38E3788,KO03,2019-01-11 22:45:43,2.8
ITM6027560,MR55V8401,MR07,2019-01-11 23:07:04,2.8
SNL6848703,GF64H7689,GF00,2019-01-11 23:25:09,2.5
WIE3219672,GF26E1328,GF00,2019-01-12 00:48:49,2.8
CGW0740748,OO20E8329,OO02,2019-01-12 01:03:59,2.5
GLR4345977,MR26E3126,MR00,2019-01-12 01:24:41,2.5
JQH3889391,EG87N4472,EG09,2019-01-12 02:25:48,2.0
FMV8753724,AO27P4628,AO17,2019-01-12 03:02:28,13.0
NWU2289217,AO19M3646,AO05,2019-01-12 04:55:29,13.0
FIR0060155,NE43B7275,NE14,2019-01-12 05:28:09,1.0
OCP6514091,AO12K0807,AO05,2019-01-12 05:57:19,2.8
XHE9708059,MR06V9056,NE11,2019-01-12 06:09:38,2.5
CLZ6123482,GF26E1328,GF00,2019-01-12 06:25:52,2.8
IHM2533253,NE31Q7933,NE14,2019-01-12 07:18:50,1.0
RIU8037058,AO11L5271,AO18,2019-01-12 07:58:08,3.1
QCE4981246,KO58G5356,AO09,2019-01-12 08:15:06,2.8
ZYJ1621645,EG23G6966,EG11,2019-01-12 09:56:17,2.8
RSH8433688,MR36J6829,AO17,2019-01-12 10:45:03,2.8
QPM5227076,MR55V8401,MR01,2019-01-12 11:37:16,1.5
TNG2672810,NE55G3669,AO07,2019-01-12 12:15:57,2.8
CDJ9717964,NE74M6592,NE05,2019-01-12 12:50:06,3.1
LBD4902785,GF84T8932,GF00,2019-01-12 13:13:52,3.1
SQI6683172,AO49I8807,EG08,2019-01-12 13:15:31,1.5
PRS4213078,EG87N4472,EG09,2019-01-12 15:42:34,2.0
MCG7137175,OO68H9901,OO11,2019-01-12 15:57:49,1.0
WMA6030194,OO59B1482,OO09,2019-01-12 16:06:25,2.5
UPB5659435,MR06V9056,OO00,2019-01-12 16:21:41,2.8
CKQ9279270,MR98F8272,MR06,2019-01-12 16:24:54,1.0
YGN1666843,AO49I8807,AO04,2019-01-12 16:27:24,2.0
OBA4954168,GF85R2347,MR00,2019-01-12 17:04:52,1.0
VOL1460364,AO27P4628,AO18,2019-01-12 17:23:57,13.0
JYB4760826,OO01A7197,OO00,2019-01-12 17:54:42,3.1
FFK0225004,EG87N4472,NE00,2019-01-12 18:08:16,2.5
LLB0471775,EG76E0993,AO02,2019-01-12 19:28:13,2.8
INI0201525,KO69R5975,KO08,2019-01-12 21:28:44,2.0
DZR9767384,OO59B1482,OO06,2019-01-12 21:48:09,2.5
HMK5885792,EG13U6715,OO07,2019-01-12 22:53:33,1.25
MET8174555,OO43C8099,OO00,2019-01-12 23:56:02,2.8
DHU9817798,MR98F8272,MR07,2019-01-12 23:58:13,1.0
KUC2073600,NE55G3669,NE00,2019-01-13 00:18:16,2.0
AQO2969238,AO12K0807,AO01,2019-01-13 00:47:48,2.8
UJX9130694,GF84T8932,GF00,2019-01-13 01:02:14,3.1
KEB2828262,KO82C5500,KO05,2019-01-13 02:03:09,2.2
HBO9619096,AO18S3731,AO11,2019-01-13 02:48:45,2.8
YLC3733356,OO65G9691,OO04,2019-01-13 02:54:05,2.0
IFJ8804175,AO49I8807,AO19,2019-01-13 02:59:05,2.0
EVZ1481466,NE55G3669,NE05,2019-01-13 03:45:01,2.0
NOZ0212477,GF94Q2036,GF00,2019-01-13 04:04:33,2.5
RWS8558509,EG76E0993,EG01,2019-01-13 04:07:45,13.0
FQK0726278,OO68H9901,OO13,2019-01-13 04:21:39,2.0
DAN7464776,EG87N4472,EG05,2019-01-13 05:13:06,2.0
IZL4791741,KO37T8485,KO06,2019-01-13 06:58:29,1.0
IYW9830430,EG87N4472,EG10,2019-01-13 07:02:30,3.1
ZEE7420586,OO49W8536,OO03,2019-01-13 07:13:46,2.8
OKU6781687,MR72G8045,EG11,2019-01-13 07:46:41,2.5
XWB1837968,NE55G3669,NE12,2019-01-13 09:36:01,2.0
TDH6807915,MR72G8045,MR04,2019-01-13 09:59:14,2.8
